 C2H5       tC3H2                 C3H3       C2H4                   0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       lC3H2                 SOOT       H                      0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       lC3H2                 C4H4       CH3                    0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       lC3H2                 C3H3       C2H4                   0.100E-10  0.000E+00  0.000E+00  0.100E+02  0.000E+00
 C2H5       C3H5                  CH2CCH2    C2H6                   0.160E-11  0.000E+00 -0.660E+02  0.200E+01  0.100E+03
 C2H5       C3H5                  C3H6       C2H4                   0.430E-11  0.000E+00 -0.660E+02  0.200E+01  0.100E+03
 C2H5       C3H6                  C3H5       C2H6                   0.173E-14  0.350E+01  0.334E+04  0.300E+01  0.100E+03
 C2H5       C3H7                  C3H8       C2H4                   0.190E-11  0.000E+00  0.000E+00  0.140E+01  0.100E+03
 C2H5       C3H7                  C3H6       C2H6                   0.240E-11  0.000E+00  0.000E+00  0.140E+01  0.100E+03
 C2H5       C3H8                  C3H7       C2H6                   0.165E-14  0.365E+01  0.460E+04  0.250E+01  0.100E+03
 C2H5       C4H                   C2H4       C4H2                   0.300E-11  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H5       C4H                   SOOT       CH3                    0.300E-10  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H5       C4H3                  C4H4       C2H4                   0.180E-10  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 C2H5       C4H3                  C4H2       C2H6                   0.980E-11  0.000E+00  0.000E+00  0.100E+02  0.100E+03
 cC3H       H2                    cC3H2      H                      0.686E-13  0.274E+01  0.474E+04  0.100E+02  0.100E+04
 lC3H       H2                    cC3H2      H                      0.139E-12  0.238E+01  0.715E+04  0.100E+02  0.100E+04
 lC3H       H2                    lC3H2      H                      0.139E-12  0.238E+01  0.715E+04  0.100E+02  0.100E+04
