molecule_id	title	formula	smiles	inchi	inchikey	mw
pbm-000573	n-(4,6-diaminopyrimidin-5-yl)formamide	C5H7N5O	C1=NC(=C(C(=N1)N)NC=O)N	InChI=1S/C5H7N5O/c6-4-3(10-2-11)5(7)9-1-8-4/h1-2H,(H,10,11)(H4,6,7,8,9)	MVYUVUOSXNYQLL-UHFFFAOYSA-N	153.1399993896
pbm-000574		C10H15N5O5	NC1=NC=NC(NC2OC(CO)C(O)C2O)=C1NC=O	InChI=1S/C10H15N5O5/c11-8-5(14-3-17)9(13-2-12-8)15-10-7(19)6(18)4(1-16)20-10/h2-4,6-7,10,16,18-19H,1H2,(H,14,17)(H3,11,12,13,15)	RCBWCQPTXJWWKO-UHFFFAOYSA-N	285.10731858
pbm-000575	2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)	OIRDTQYFTABQOQ-UHFFFAOYSA-N	267.2399902344
pbm-000576		C5H3NO	C#CC(C#C)=NO	InChI=1S/C5H3NO/c1-3-5(4-2)6-7/h1-2,7H	UZJYNDHAEHDLTO-UHFFFAOYSA-N	93.021463716
pbm-000577	methyl thioacetimidate	C3H7NS	CC(=N)SC	InChI=1S/C3H7NS/c1-3(4)5-2/h4H,1-2H3	YYKXMTXALJYVCN-UHFFFAOYSA-N	89.1600036621
pbm-000578	4,6-pyrimidinediamine, 2-(methylthio)-5-nitroso-	C5H7N5OS	CSC1=NC(=C(C(=N1)N)N=O)N	InChI=1S/C5H7N5OS/c1-12-5-8-3(6)2(10-11)4(7)9-5/h1H3,(H4,6,7,8,9)	QHDIORZOMVHNGS-UHFFFAOYSA-N	185.2100067139
pbm-000579	2,4-diamino-5-(formylamino)-6-hydroxypyrimidine	C5H7N5O2	C(=O)NC1=C(N=C(NC1=O)N)N	InChI=1S/C5H7N5O2/c6-3-2(8-1-11)4(12)10-5(7)9-3/h1H,(H,8,11)(H5,6,7,9,10,12)	RUHWEHKVKUSJAF-UHFFFAOYSA-N	169.1399993896
pbm-000580		C10H15N5O6	NC1=NC(NC2OC(CO)C(O)C2O)=C(NC=O)C(O)=N1	InChI=1S/C10H15N5O6/c11-10-14-7(4(12-2-17)8(20)15-10)13-9-6(19)5(18)3(1-16)21-9/h2-3,5-6,9,16,18-19H,1H2,(H,12,17)(H4,11,13,14,15,20)	NTNMANCVCSOPKU-UHFFFAOYSA-N	301.10223320000006
pbm-000581	guanine, 9-beta-d-xylofuranosyl-	C10H13N5O5	C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N	InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)	NYHBQMYGNKIUIF-UHFFFAOYSA-N	283.2399902344
pbm-000582	beta-aminoacrylonitrile	C3H4N2	C(=CN)C#N	InChI=1S/C3H4N2/c4-2-1-3-5/h1-2H,4H2	RORTUEWWZUJHTM-UHFFFAOYSA-N	68.0800018311
pbm-000583	glycerol 1,2-cyclic phosphate	C3H7O5P	C1C(OP(=O)(O1)O)CO	InChI=1S/C3H7O5P/c4-1-3-2-7-9(5,6)8-3/h3-4H,1-2H2,(H,5,6)	PXLGNXWMKNZOAA-UHFFFAOYSA-N	154.0599975586
pbm-000584	glycerophosphoric acid	C3H9O6P	C(C(COP(=O)(O)O)O)O	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	AWUCVROLDVIAJX-UHFFFAOYSA-N	172.0700073242
pbm-000585	beta-glycerophosphoric acid	C3H9O6P	C(C(CO)OP(=O)(O)O)O	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	DHCLVCXQIBBOPH-UHFFFAOYSA-N	172.0700073242
pbm-000586		C3H6N2O2	N#CNC(O)CO	InChI=1S/C3H6N2O2/c4-2-5-3(7)1-6/h3,5-7H,1H2	HUZZWAMRBDLLDG-UHFFFAOYSA-N	102.042927432
pbm-000587	1h-imidazol-2-amine	C3H5N3	C1=CN=C(N1)N	InChI=1S/C3H5N3/c4-3-5-1-2-6-3/h1-2H,(H3,4,5,6)	DEPDDPLQZYCHOH-UHFFFAOYSA-N	83.0899963379
