 2110115.605190 5.272E-30 5.012E-06.07620.104 1449.05090.67-.010482       0 0 0 51       1 0 0 01                    R 12e     466653293910 9 811    27.0   25.0
 2110116.199960 1.946E-30 4.996E-06.06770.084 1852.34650.75-.014226       0 0 0 51       1 0 0 01                    R 34e     466653293910 9 811    71.0   69.0
 2110116.275720 5.482E-30 5.030E-06.07480.102 1470.11880.68-.010922       0 0 0 51       1 0 0 01                    R 14e     466653293910 9 811    31.0   29.0
 2110116.763910 2.373E-30 5.009E-06.06810.086 1800.09570.75-.013947       0 0 0 51       1 0 0 01                    R 32e     466653293910 9 811    67.0   65.0
 2110116.823230 5.514E-30 5.040E-06.07370.100 1494.30710.68-.011328       0 0 0 51       1 0 0 01                    R 16e     466653293910 9 811    35.0   33.0
 2110116.888720 1.057E-30 6.969E-07.07220.097 1449.38310.70-.010199       7 0 0 15       1 0 0 02                    P 20e     466653293910 9 811    39.0   41.0
 2110117.203900 2.839E-30 5.020E-06.06850.088 1750.96060.75-.013659       0 0 0 51       1 0 0 01                    R 30e     466653293910 9 811    63.0   61.0
 2110117.247630 5.387E-30 5.046E-06.07260.098 1521.61540.69-.011708       0 0 0 51       1 0 0 01                    R 18e     466653293910 9 811    39.0   37.0
 2110117.520060 3.332E-30 5.030E-06.06900.089 1704.94190.74-.013362       0 0 0 51       1 0 0 01                    R 28e     466653293910 9 811    59.0   57.0
 2110117.548860 5.125E-30 5.049E-06.07170.096 1552.04330.70-.012068       0 0 0 51       1 0 0 01                    R 20e     466653293910 9 811    43.0   41.0
 2110117.712530 3.832E-30 5.038E-06.06960.091 1662.04020.73-.013056       0 0 0 51       1 0 0 01                    R 26e     466653293910 9 811    55.0   53.0
 2110117.726820 4.758E-30 5.048E-06.07090.095 1585.59040.71-.012411       0 0 0 51       1 0 0 01                    R 22e     466653293910 9 811    47.0   45.0
 2110117.781410 4.317E-30 5.044E-06.07020.093 1622.25620.72-.012739       0 0 0 51       1 0 0 01                    R 24e     466653293910 9 811    51.0   49.0
 2110118.921010 1.106E-30 7.009E-07.07310.099 1418.93480.69-.009997       7 0 0 15       1 0 0 02                    P 18e     466653293910 9 811    35.0   37.0
 2110120.902640 1.125E-30 7.054E-07.07420.101 1391.60780.68-.009785       7 0 0 15       1 0 0 02                    P 16e     466653293910 9 811    31.0   33.0
