 6111010.224500 3.012E-26 0.000E+00.05500.074  470.80000.69-.027000                   0 0 0 0 1A1                   9          35333351424110 9 9     0.0    0.0
 6111010.268800 5.674E-27 2.064E-05.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        46333351424110 9 9    15.0    5.0
 6111010.314600 4.897E-27 1.782E-05.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        46333351424110 9 9    15.0    5.0
 6111010.367800 4.332E-26 0.000E+00.06000.078  293.15000.70-.026000                   0 0 0 0 1A1                   7          46333351424110 9 9     0.0    0.0
 6111010.401700 1.387E-25 0.000E+00.05100.073  689.87000.64-.024000                   0 0 0 0 1A1                  11          35333351424110 9 9     0.0    0.0
 6111010.488700 3.160E-26 0.000E+00.06000.078  293.15000.70-.026000                   0 0 0 0 1A1                   7          35333351424110 9 9     0.0    0.0
 6111010.519300 1.598E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          36333351424110 9 9     0.0    0.0
 6111010.566500 2.447E-26 0.000E+00.06200.081  219.93000.72-.025000                   0 0 0 0 1A1                   6          46333351424110 9 9     0.0    0.0
 6111010.626000 1.370E-26 0.000E+00.06500.080   31.44000.68-.022000                   0 0 0 0 1A1                   2          46333351424110 9 9     0.0    0.0
 6111010.665100 1.376E-27 5.006E-06.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        34333351424110 9 9    15.0    5.0
 6111010.823400 1.707E-27 6.211E-06.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        35333351424110 9 9    15.0    5.0
 6111010.871100 2.324E-27 8.456E-06.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        35333351424110 9 9    15.0    5.0
 6111010.926700 1.281E-26 0.000E+00.06200.081  219.93000.72-.025000                   0 0 0 0 1A1                   6          36333351424110 9 9     0.0    0.0
 6111010.977200 3.094E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          46333351424110 9 9     0.0    0.0
 6111011.006400 5.860E-27 0.000E+00.06500.082   62.87000.70-.023000                   0 0 0 0 1A1                   3          35333351424110 9 9     0.0    0.0
 6111011.103600 8.874E-27 0.000E+00.06500.082   62.87000.70-.023000                   0 0 0 0 1A1                   3          45333351424110 9 9     0.0    0.0
 6111011.128400 4.508E-26 0.000E+00.06200.081  219.93000.72-.025000                   0 0 0 0 1A1                   6          46333351424110 9 9     0.0    0.0
 6111011.165700 3.039E-26 0.000E+00.06500.082   62.87000.70-.023000                   0 0 0 0 1A1                   3          46333351424110 9 9     0.0    0.0
 6111011.213300 2.555E-27 0.000E+00.06300.081   10.48000.65-.019000                   0 0 0 0 1A1                   1          35333351424110 9 9     0.0    0.0
 6111011.253600 4.085E-27 0.000E+00.06500.080   31.44000.68-.022000                   0 0 0 0 1A1                   2          36333351424110 9 9     0.0    0.0
 6111011.320300 1.397E-26 0.000E+00.06500.081  104.78000.73-.021000                   0 0 0 0 1A1                   4          46333351424110 9 9     0.0    0.0
 6111011.344000 1.146E-26 4.170E-05.06300.082    0.00000.65-.024000                   0 0 0 0 1A1    1A2            0A1        46333351424110 9 9    15.0    5.0
 6111011.395700 1.823E-26 0.000E+00.06200.081  219.93000.72-.025000                   0 0 0 0 1A1                   6          46333351424110 9 9     0.0    0.0
 6111011.478200 3.624E-27 0.000E+00.06500.080   31.44000.68-.022000                   0 0 0 0 1A1                   2          46333351424110 9 9     0.0    0.0
 6111011.550700 3.101E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          46333351424110 9 9     0.0    0.0
 6111011.621800 1.977E-26 0.000E+00.06200.081  219.93000.72-.025000                   0 0 0 0 1A1                   6          46333351424110 9 9     0.0    0.0
 6111011.665700 1.446E-26 0.000E+00.06400.082  157.13000.72-.030000                   0 0 0 0 1A1                   5          46333351424110 9 9     0.0    0.0
 6111011.727200 1.668E-26 0.000E+00.06000.078  293.15000.70-.026000                   0 0 0 0 1A1                   7          35333351424110 9 9     0.0    0.0
